ticker,ddm_single_stage,ddm_multi_stage,pe_model,asset_based,graham_value,dcf
SO,4.985973239483721,7.524018144432538,83.81355802281685,33.46167883211679,169.23544551220309,
SBUX,2.3661515263210866,4.147957914601439,89.70595815294698,-6.565152183502426,11.380613091490437,30.403960448818296
MSFT,2.919958711307685,5.288534247409692,456.281676773511,46.210009417462665,379.599908787435,122.37729341789401
DE,4.5541718160531355,8.415618958161426,377.1069424931354,83.06159420289855,638.1672262061702,163.66454573521293
RTX,2.829028232447051,4.870256085923845,111.50011756338122,46.511523158922,94.52359087144022,29.891985054146964
